1944-11-01,17.7,0
1944-12-01,17.8,0.56
1945-01-01,17.8,0
1945-02-01,17.8,0
1945-03-01,17.8,0
1945-04-01,17.8,0
1945-05-01,17.9,0.56
1945-06-01,18.1,1.12
1945-07-01,18.1,0
1945-08-01,18.1,0
1945-09-01,18.1,0
1945-10-01,18.1,0
1945-11-01,18.1,0
1945-12-01,18.2,0.55
1946-01-01,18.2,0
1946-02-01,18.1,-0.55
1946-03-01,18.3,1.1
1946-04-01,18.4,0.55
1946-05-01,18.5,0.54
1946-06-01,18.7,1.08
1946-07-01,19.8,5.88
1946-08-01,20.2,2.02
1946-09-01,20.4,0.99
1946-10-01,20.8,1.96
1946-11-01,21.3,2.4
1946-12-01,21.5,0.94
1947-01-01,21.5,0
1947-02-01,21.5,0
1947-03-01,21.9,1.86
1947-04-01,21.9,0
1947-05-01,21.9,0
1947-06-01,22,0.46
1947-07-01,22.2,0.91
1947-08-01,22.5,1.35
1947-09-01,23,2.22
1947-10-01,23,0
1947-11-01,23.1,0.43
1947-12-01,23.4,1.3
1948-01-01,23.7,1.28
1948-02-01,23.5,-0.84
1948-03-01,23.4,-0.43
1948-04-01,23.8,1.71
1948-05-01,23.9,0.42
1948-06-01,24.1,0.84
1948-07-01,24.4,1.24
1948-08-01,24.5,0.41
1948-09-01,24.5,0
1948-10-01,24.4,-0.41
1948-11-01,24.2,-0.82
1948-12-01,24.1,-0.41
1949-01-01,24,-0.41
1949-02-01,23.8,-0.83
1949-03-01,23.8,0
1949-04-01,23.9,0.42
1949-05-01,23.8,-0.42
1949-06-01,23.9,0.42
1949-07-01,23.7,-0.84
1949-08-01,23.8,0.42
1949-09-01,23.9,0.42
1949-10-01,23.7,-0.84
1949-11-01,23.8,0.42
1949-12-01,23.6,-0.84
1950-01-01,23.5,-0.42
1950-02-01,23.5,0
1950-03-01,23.6,0.43
1950-04-01,23.6,0
1950-05-01,23.7,0.42
1950-06-01,23.8,0.42
1950-07-01,24.1,1.26
1950-08-01,24.3,0.83
1950-09-01,24.4,0.41
1950-10-01,24.6,0.82
1950-11-01,24.7,0.41
1950-12-01,25,1.21
1951-01-01,25.4,1.6
1951-02-01,25.7,1.18
1951-03-01,25.8,0.39
1951-04-01,25.8,0
1951-05-01,25.9,0.39
1951-06-01,25.9,0
1951-07-01,25.9,0
1951-08-01,25.9,0
1951-09-01,26.1,0.77
1951-10-01,26.2,0.38
1951-11-01,26.4,0.76
1951-12-01,26.5,0.38
1952-01-01,26.5,0
1952-02-01,26.3,-0.75
1952-03-01,26.3,0
1952-04-01,26.4,0.38
1952-05-01,26.4,0
1952-06-01,26.5,0.38
1952-07-01,26.7,0.75
1952-08-01,26.7,0
1952-09-01,26.7,0
1952-10-01,26.7,0
1952-11-01,26.7,0
1952-12-01,26.7,0
1953-01-01,26.6,-0.37
1953-02-01,26.5,-0.38
1953-03-01,26.6,0.38
1953-04-01,26.6,0
1953-05-01,26.7,0.38
1953-06-01,26.8,0.37
1953-07-01,26.8,0
1953-08-01,26.9,0.37
1953-09-01,26.9,0
1953-10-01,27,0.37
1953-11-01,26.9,-0.37
1953-12-01,26.9,0
1954-01-01,26.9,0
1954-02-01,26.9,0
1954-03-01,26.9,0
1954-04-01,26.8,-0.37
1954-05-01,26.9,0.37
1954-06-01,26.9,0
1954-07-01,26.9,0
1954-08-01,26.9,0
1954-09-01,26.8,-0.37
1954-10-01,26.8,0
1954-11-01,26.8,0
1954-12-01,26.7,-0.37
1955-01-01,26.7,0
1955-02-01,26.7,0
1955-03-01,26.7,0
1955-04-01,26.7,0
1955-05-01,26.7,0
1955-06-01,26.7,0
1955-07-01,26.8,0.37
1955-08-01,26.8,0
1955-09-01,26.9,0.37
1955-10-01,26.9,0
1955-11-01,26.9,0
1955-12-01,26.8,-0.37
1956-01-01,26.8,0
1956-02-01,26.8,0
1956-03-01,26.8,0
1956-04-01,26.9,0.37
1956-05-01,27,0.37
1956-06-01,27.2,0.74
1956-07-01,27.4,0.74
1956-08-01,27.3,-0.36
1956-09-01,27.4,0.37
1956-10-01,27.5,0.36
1956-11-01,27.5,0
1956-12-01,27.6,0.36
1957-01-01,27.6,0
1957-02-01,27.7,0.36
1957-03-01,27.8,0.36
1957-04-01,27.9,0.36
1957-05-01,28,0.36
1957-06-01,28.1,0.36
1957-07-01,28.3,0.71
1957-08-01,28.3,0
1957-09-01,28.3,0
1957-10-01,28.3,0
1957-11-01,28.4,0.35
1957-12-01,28.4,0
1958-01-01,28.6,0.7
1958-02-01,28.6,0
1958-03-01,28.8,0.7
1958-04-01,28.9,0.35
1958-05-01,28.9,0
1958-06-01,28.9,0
1958-07-01,29,0.35
1958-08-01,28.9,-0.34
1958-09-01,28.9,0
1958-10-01,28.9,0
1958-11-01,29,0.35
1958-12-01,28.9,-0.34
1959-01-01,29,0.35
1959-02-01,28.9,-0.34
1959-03-01,28.9,0
1959-04-01,29,0.35
1959-05-01,29,0
1959-06-01,29.1,0.34
1959-07-01,29.2,0.34
1959-08-01,29.2,0
1959-09-01,29.3,0.34
1959-10-01,29.4,0.34
1959-11-01,29.4,0
1959-12-01,29.4,0
1960-01-01,29.3,-0.34
1960-02-01,29.4,0.34
1960-03-01,29.4,0
1960-04-01,29.5,0.34
1960-05-01,29.5,0
1960-06-01,29.6,0.34
1960-07-01,29.6,0
1960-08-01,29.6,0
1960-09-01,29.6,0
1960-10-01,29.8,0.68
1960-11-01,29.8,0
1960-12-01,29.8,0
1961-01-01,29.8,0
1961-02-01,29.8,0
1961-03-01,29.8,0
1961-04-01,29.8,0
1961-05-01,29.8,0
1961-06-01,29.8,0
1961-07-01,30,0.67
1961-08-01,29.9,-0.33
1961-09-01,30,0.33
1961-10-01,30,0
1961-11-01,30,0
1961-12-01,30,0
1962-01-01,30,0
1962-02-01,30.1,0.33
1962-03-01,30.1,0
1962-04-01,30.2,0.33
1962-05-01,30.2,0
1962-06-01,30.2,0
1962-07-01,30.3,0.33
1962-08-01,30.3,0
1962-09-01,30.4,0.33
1962-10-01,30.4,0
1962-11-01,30.4,0
1962-12-01,30.4,0
1963-01-01,30.4,0
1963-02-01,30.4,0
1963-03-01,30.5,0.33
1963-04-01,30.5,0
1963-05-01,30.5,0
1963-06-01,30.6,0.33
1963-07-01,30.7,0.33
1963-08-01,30.7,0
1963-09-01,30.7,0
1963-10-01,30.8,0.33
1963-11-01,30.8,0
1963-12-01,30.9,0.32
1964-01-01,30.9,0
1964-02-01,30.9,0
1964-03-01,30.9,0
1964-04-01,30.9,0
1964-05-01,30.9,0
1964-06-01,31,0.32
1964-07-01,31.1,0.32
1964-08-01,31,-0.32
1964-09-01,31.1,0.32
1964-10-01,31.1,0
1964-11-01,31.2,0.32
1964-12-01,31.2,0
1965-01-01,31.2,0
1965-02-01,31.2,0
1965-03-01,31.3,0.32
1965-04-01,31.4,0.32
1965-05-01,31.4,0
1965-06-01,31.6,0.64
1965-07-01,31.6,0
1965-08-01,31.6,0
1965-09-01,31.6,0
1965-10-01,31.7,0.32
1965-11-01,31.7,0
1965-12-01,31.8,0.32
1966-01-01,31.8,0
1966-02-01,32,0.63
1966-03-01,32.1,0.31
1966-04-01,32.3,0.62
1966-05-01,32.3,0
1966-06-01,32.4,0.31
1966-07-01,32.5,0.31
1966-08-01,32.7,0.62
1966-09-01,32.7,0
1966-10-01,32.9,0.61
1966-11-01,32.9,0
1966-12-01,32.9,0
1967-01-01,32.9,0
1967-02-01,32.9,0
1967-03-01,33,0.3
1967-04-01,33.1,0.3
1967-05-01,33.2,0.3
1967-06-01,33.3,0.3
1967-07-01,33.4,0.3
1967-08-01,33.5,0.3
1967-09-01,33.6,0.3
1967-10-01,33.7,0.3
1967-11-01,33.8,0.3
1967-12-01,33.9,0.3
1968-01-01,34.1,0.59
1968-02-01,34.2,0.29
1968-03-01,34.3,0.29
1968-04-01,34.4,0.29
1968-05-01,34.5,0.29
1968-06-01,34.7,0.58
1968-07-01,34.9,0.58
1968-08-01,35,0.29
1968-09-01,35.1,0.29
1968-10-01,35.3,0.57
1968-11-01,35.4,0.28
1968-12-01,35.5,0.28
1969-01-01,35.6,0.28
1969-02-01,35.8,0.56
1969-03-01,36.1,0.84
1969-04-01,36.3,0.55
1969-05-01,36.4,0.28
1969-06-01,36.6,0.55
1969-07-01,36.8,0.55
1969-08-01,37,0.54
1969-09-01,37.1,0.27
1969-10-01,37.3,0.54
1969-11-01,37.5,0.54
1969-12-01,37.7,0.53
1970-01-01,37.8,0.27
1970-02-01,38,0.53
1970-03-01,38.2,0.53
1970-04-01,38.5,0.79
1970-05-01,38.6,0.26
1970-06-01,38.8,0.52
1970-07-01,39,0.52
1970-08-01,39,0
1970-09-01,39.2,0.51
1970-10-01,39.4,0.51
1970-11-01,39.6,0.51
1970-12-01,39.8,0.51
1971-01-01,39.8,0
1971-02-01,39.9,0.25
1971-03-01,40,0.25
1971-04-01,40.1,0.25
1971-05-01,40.3,0.5
1971-06-01,40.6,0.74
1971-07-01,40.7,0.25
1971-08-01,40.8,0.25
1971-09-01,40.8,0
1971-10-01,40.9,0.25
1971-11-01,40.9,0
1971-12-01,41.1,0.49
1972-01-01,41.1,0
1972-02-01,41.3,0.49
1972-03-01,41.4,0.24
1972-04-01,41.5,0.24
1972-05-01,41.6,0.24
1972-06-01,41.7,0.24
1972-07-01,41.9,0.48
1972-08-01,42,0.24
1972-09-01,42.1,0.24
1972-10-01,42.3,0.48
1972-11-01,42.4,0.24
1972-12-01,42.5,0.24
1973-01-01,42.6,0.24
1973-02-01,42.9,0.7
1973-03-01,43.3,0.93
1973-04-01,43.6,0.69
1973-05-01,43.9,0.69
1973-06-01,44.2,0.68
1973-07-01,44.3,0.23
1973-08-01,45.1,1.81
1973-09-01,45.2,0.22
1973-10-01,45.6,0.88
1973-11-01,45.9,0.66
1973-12-01,46.2,0.65
1974-01-01,46.6,0.87
1974-02-01,47.2,1.29
1974-03-01,47.8,1.27
1974-04-01,48,0.42
1974-05-01,48.6,1.25
1974-06-01,49,0.82
1974-07-01,49.4,0.82
1974-08-01,50,1.21
1974-09-01,50.6,1.2
1974-10-01,51.1,0.99
1974-11-01,51.5,0.78
1974-12-01,51.9,0.78
1975-01-01,52.1,0.39
1975-02-01,52.5,0.77
1975-03-01,52.7,0.38
1975-04-01,52.9,0.38
1975-05-01,53.2,0.57
1975-06-01,53.6,0.75
1975-07-01,54.2,1.12
1975-08-01,54.3,0.18
1975-09-01,54.6,0.55
1975-10-01,54.9,0.55
1975-11-01,55.3,0.73
1975-12-01,55.5,0.36
1976-01-01,55.6,0.18
1976-02-01,55.8,0.36
1976-03-01,55.9,0.18
1976-04-01,56.1,0.36
1976-05-01,56.5,0.71
1976-06-01,56.8,0.53
1976-07-01,57.1,0.53
1976-08-01,57.4,0.53
1976-09-01,57.6,0.35
1976-10-01,57.9,0.52
1976-11-01,58,0.17
1976-12-01,58.2,0.34
1977-01-01,58.5,0.52
1977-02-01,59.1,1.03
1977-03-01,59.5,0.68
1977-04-01,60,0.84
1977-05-01,60.3,0.5
1977-06-01,60.7,0.66
1977-07-01,61,0.49
1977-08-01,61.2,0.33
1977-09-01,61.4,0.33
1977-10-01,61.6,0.33
1977-11-01,61.9,0.49
1977-12-01,62.1,0.32
1978-01-01,62.5,0.64
1978-02-01,62.9,0.64
1978-03-01,63.4,0.79
1978-04-01,63.9,0.79
1978-05-01,64.5,0.94
1978-06-01,65.2,1.09
1978-07-01,65.7,0.77
1978-08-01,66,0.46
1978-09-01,66.5,0.76
1978-10-01,67.1,0.9
1978-11-01,67.4,0.45
1978-12-01,67.7,0.45
1979-01-01,68.3,0.89
1979-02-01,69.1,1.17
1979-03-01,69.8,1.01
1979-04-01,70.6,1.15
1979-05-01,71.5,1.27
1979-06-01,72.3,1.12
1979-07-01,73.1,1.11
1979-08-01,73.8,0.96
1979-09-01,74.6,1.08
1979-10-01,75.2,0.8
1979-11-01,75.9,0.93
1979-12-01,76.7,1.05
1980-01-01,77.8,1.43
1980-02-01,78.9,1.41
1980-03-01,80.1,1.52
1980-04-01,81,1.12
1980-05-01,81.8,0.99
1980-06-01,82.7,1.1
1980-07-01,82.7,0
1980-08-01,83.3,0.73
1980-09-01,84,0.84
